"VAR_0001","VAR_0002","VAR_0003","VAR_0065","VAR_0070","VAR_0085","VAR_0136","VAR_0198","VAR_0211","VAR_0224","VAR_0238","VAR_0241","VAR_0268","VAR_0272","VAR_0273","VAR_0274","VAR_0281","VAR_0292","VAR_0294","VAR_0298","VAR_0302","VAR_0312","VAR_0314","VAR_0318","VAR_0323","VAR_0330","VAR_0337","VAR_0504","VAR_0513","VAR_0515","VAR_0539","VAR_0543","VAR_0549","VAR_0554","VAR_0560","VAR_0578","VAR_0582","VAR_0607","VAR_0608","VAR_0610","VAR_0612","VAR_0649","VAR_0654","VAR_0704","VAR_0707","VAR_0710","VAR_0711","VAR_0715","VAR_0719","VAR_0794","VAR_0805","VAR_0806","VAR_0809","VAR_0849","VAR_0852","VAR_0853","VAR_0854","VAR_0857","VAR_0870","VAR_0879","VAR_0880","VAR_0882","VAR_0884","VAR_0885","VAR_0887","VAR_0891","VAR_0895","VAR_0908","VAR_0916","VAR_0917","VAR_0918","VAR_0919","VAR_0920","VAR_0967","VAR_0969","VAR_1021","VAR_1087","VAR_1088","VAR_1119","VAR_1126","VAR_1127","VAR_1130","VAR_1135","VAR_1149","VAR_1150","VAR_1247","VAR_1257","VAR_1320","VAR_1328","VAR_1397","VAR_1494","VAR_1529","VAR_1530","VAR_1566","VAR_1746","VAR_1747","VAR_1749","VAR_1790","VAR_1934","VAR_0073"
"R",25,0,1,0,1,0,57,NA,1,1,36203,1,509,485,"GA",2,1,-1,0,24,1,-1,0,1,-1,0,0,0,0,0,1850,998,10,96,140,4,15,1,15,107,999999996,999999996,1060,29,-99999,1,3,7,10,5,7,-99999,1,1,0,0,5,1,60,94,69,89,43,954,-99999,343,-99999,7,3041,3041,0,3041,998,6,0,1850,21555,63,29,42,1179,0,66,29,0,30,363,994,998,999999996,44,140,2,0,999999996,1,5,"BRANCH",NA
"R",13,999,1,0,1,0,54,NA,1,1,27282,0,510,486,"NC",1,1,-1,0,29,0,2011,367391,1,0,0.68,1,1,0,0,493854,998,2,13,0,6,200,147,489,5,36044,999999994,35374,124,-99999,-99999,-99999,0,0,6,7,-99999,2,-99999,1,1,-99999,2,36,91,24,91,71,28300,288558,7048,73780,0,0,0,0,0,1,13,4,492354,0,83,0,78,4524,0,122,9994,0,30,8617,64,998,73780,9996,43,2,98,999999998,998,6,"BRANCH",NA
"R",12,64,1,0,1,0,52,NA,1,2,45245,0,485,473,"CA",1,0,-1,0,34,0,2011,116973,1,-1,0,0,1,21,0,15850,400,12,9,26,1,25,705,725,154,12382,40,3191,67,3,3,3,3,11,3,3,-99999,0,4,0,0,-99999,1,18,80,95,50,0,2659,-99999,550,14650,10,0,273,273,273,997,4,0,15850,49487,62,34,83,1884,1,61,85,0,1,500,93,0,15150,61,189,4,1,114,400,2,"IAPS",NA
"H",134,194,1,0,1,0,46,NA,1,1,28216,0,428,404,"NC",2,1,2012,236000,92,1,2012,236000,42,0,1.05,0,1,-1,0,309213,998,18,16,31,1,999999996,0,244,1,18156,999999994,37873,106,-99999,2,3,4,2,2,4,-99999,2,2,13,13,64,2,33,84,-99999,82,50,37873,173714,4567,33274,2,0,0,0,0,998,2,2,309213,0,76,0,100,1672,13,91,128,0,1,6200,994,0,39813,9996,155,1,0,6072,1,1,"BRANCH",NA
"R",125,172,2,0,2,0,51,55,1,2,64138,0,472,447,"MO",2,0,-1,0,121,0,-1,0,93,0,0.95,0,0,35,1,18871,400,5,11,24,3,385,1333,1554,50,5591,999999994,875,65,-99999,1,1,2,8,5,4,-99999,0,1,0,0,0,6,36,41,90,34,75,673,-99999,1006,9085,7,0,897,895,1047,997,11,5,18871,501,52,11,80,1775,0,89,78,0,400,733,4,998,9085,9996,333,6,0,999999997,1,3,"IAPS",NA
"H",60,60,1,0,1,0,39,NA,1,1,18504,0,435,423,"PR",2,0,2011,20160,67,0,2011,20160,8,165000,2.28,0,1,40,0,91243,400,2,11,3,1,79,64,79,17,30020,999999994,29113,72,-99999,1,2,4,10,1,2,-99999,3,3,1,1,13,3,20,96,-99999,86,0,29113,56862,529,30443,7,0,56862,56862,57692,996,2,2,90943,51180,55,30,20,1534,1,111,56,0,30,500,91,997,30443,9996,169,4,0,999999996,1,1,"BRANCH",NA
"H",224,104,1,0,1,0,39,NA,1,1,46510,0,311,299,"IN",2,0,2012,0,218,0,2012,0,199,-1,0,0,1,-1,0,68507,998,9,27,6,0,999999996,999999996,999999996,996,999999996,999999996,41623,96,-99999,-99999,-99999,0,4,-99999,0,-99999,0,-99999,0,0,-99999,7,0,61,-99999,-99999,100,41623,41623,-99999,-99999,5,0,454,0,454,997,96,1,68507,1974,71,18,60,2390,8,104,51,0,400,999999996,996,0,999999996,9996,147,0,0,999999997,1,0,"BRANCH",NA
"H",999,0,1,0,1,0,74,NA,1,1,48617,0,718,682,"MI",1,1,2012,0,282,0,-1,0,1,-1,0,0,0,0,0,5975,998,9996,96,11,98,999999997,999999997,999999997,997,4694,999999994,9490,66,-99999,1,1,2,0,-99999,2,-99999,3,3,-99999,-99999,-99999,3,0,86,-99999,-99999,100,9490,30385,-99999,5975,0,0,0,0,0,998,96,96,5975,0,100,0,100,275,9996,95,9994,999999998,998,999999998,998,998,5975,9996,11,0,98,999999998,998,97,"IAPS",NA
"R",57,174,1,0,1,0,58,NA,1,1,45213,0,534,497,"OH",2,1,-1,0,55,1,-1,0,31,-1,0,0,0,0,0,10990,998,9996,96,76,2,37,26,96,13,999999996,999999997,739,90,-99999,1,1,1,2,2,0,-99999,1,5,45,-99999,-99999,4,38,38,-99999,38,100,554,-99999,1461,-99999,1,0,0,0,0,997,7,96,10690,0,94,6,100,1443,9996,85,44,0,1,2200,80,998,999999997,9996,142,2,0,999999997,1,1,"BRANCH",NA
"R",12,12,1,0,1,0,51,NA,1,1,35616,0,423,411,"NC",-1,0,2010,0,3,0,-1,0,1,-1,0,1,1,39,2,22890,998,4,8,10,97,999999997,999999997,999999997,997,18873,999999994,19677,55,-99999,0,0,1,11,-99999,0,-99999,6,19,5,11,-99999,10,-99999,86,-99999,-99999,100,19677,-99999,-99999,22890,7,2390,2795,2795,4903,998,96,0,22890,66017,53,47,40,1221,9996,124,42,999999997,400,999999997,996,998,22890,56,199,4,0,999999996,1,97,"IAPS",NA
"R",14,63,1,0,1,0,35,NA,1,1,92119,0,441,429,"CA",2,0,-1,0,13,0,-1,0,1,0,1.17,0,1,38,0,17050,1,9996,96,67,5,40,12,162,4,6844,999999994,2168,72,-99999,0,1,3,3,2,2,-99999,4,11,10,-99999,-99999,4,35,64,-99999,25,100,1518,-99999,1101,13861,1,0,0,0,1237,1,11,96,16550,1049,95,5,100,1308,9996,72,42,0,1,910,74,0,7790,9996,94,4,0,6844,1,4,"BRANCH",NA
"R",24,14,8,2,5,1,24,NA,1,13,30314,0,308,284,"GA",1,0,2006,131477,23,0,-1,0,17,0,0,1,1,-1,2,500,400,3,1,9998,0,0,999999996,0,996,999999996,999999996,754,36,-99999,1,1,1,7,0,1,-99999,0,0,2,2,9,10,0,60,-99999,0,100,377,-99999,500,-99999,5,0,423,423,2150,998,1,0,500,2981,17,83,50,224,9996,32,41,0,400,500,994,998,999999996,8,56,0,98,999999998,998,0,"IAPS",8.92914e+017
"R",54,19,1,0,1,0,40,NA,1,1,60136,0,311,287,"IL",2,1,2012,195000,79,1,2012,195000,1,140000,0,1,1,0,0,4411,998,5,5,9998,2,65,45,95,22,733,999999994,3194,83,0,6,10,10,20,2,2,-99999,0,2,5,50,-99999,3,17,91,80,88,100,3194,-99999,363,12449,11,1019,1019,0,1098,998,2,0,4411,3086,42,58,57,1308,9996,102,71,0,1,1600,994,998,911,9996,46,2,98,999999998,998,1,"IAPS",NA
"H",180,138,1,0,1,0,52,NA,1,1,27525,0,480,468,"VA",2,0,2011,0,193,0,2011,0,134,-1,0,0,0,-1,0,82578,998,140,4,24,1,52,36,91,9,8264,999999994,6757,38,-99999,1,1,4,3,1,2,-99999,6,6,4,4,-99999,6,100,52,74,95,86,6757,32708,500,18571,3,0,85,0,323,1,2,0,82578,348,60,30,80,480,1,50,30,0,1,700,994,998,16778,9996,39,1,0,3332,1,2,"CSC",NA
"H",290,300,1,0,1,0,56,NA,1,1,18014,0,502,466,"PA",2,1,2012,0,313,1,2012,0,34,-1,0,0,0,-1,1,273223,998,5,37,70,1,50,31,70,7,5359,999999994,28244,101,-99999,2,4,7,4,2,2,0,2,2,7,7,7,1,13,62,-99999,39,71,24209,78999,2930,-99999,4,139350,139544,139350,140338,997,4,4,267223,2500,82,4,78,3049,4,116,53,0,90,750,994,2,14820,9996,141,0,0,5359,1,1,"IAPS",NA
"H",177,153,1,0,1,0,79,NA,1,1,61019,1,934,740,"IL",2,0,2010,0,145,0,2010,0,219,0,1.14,0,0,0,0,27195,998,34,1,67,5,177,71,1020,3,999999996,999999997,2596,106,-99999,-99999,-99999,0,0,4,2,-99999,1,-99999,24,24,-99999,1,35,60,6,60,70,1888,-99999,3157,-99999,0,0,0,0,0,998,11,7,25400,0,61,0,100,2940,19,130,9994,0,60,4870,994,998,999999997,9996,67,2,98,999999998,998,5,"BRANCH",NA
"R",24,24,6,2,1,0,37,NA,2,7,66067,0,314,301,"KS",-1,0,-1,0,11,0,-1,0,1,11500,0,1,1,76,1,11130,998,12,22,9998,97,999999998,999999998,999999998,998,1688,999999994,4043,73,-99999,-99999,-99999,0,22,-99999,4,-99999,3,-99999,0,0,1,3,0,91,-99999,-99999,0,4043,-99999,-99999,16330,39,8014,8941,7825,19854,998,1,5,10455,108569,3,85,25,682,8,37,50,999999997,1,999999997,997,998,10455,28,129,5,0,999999997,400,97,"IAPS",8.71682e+017
"H",300,216,1,0,1,0,64,NA,1,1,60155,0,604,567,"IL",2,0,2011,193000,188,0,2011,193000,71,0,0,1,0,0,0,354187,998,35,8,37,1,1575,1958,1995,265,21965,999999994,40211,108,-99999,0,1,2,1,0,0,-99999,1,9,2,2,-99999,9,29,78,23,12,63,35185,216246,3539,62608,1,0,0,0,0,998,3,3,354187,0,85,4,75,2868,1,112,193,0,1,500,994,998,94697,9996,148,0,98,999999998,998,0,"BRANCH",NA
"R",2,0,1,0,1,0,61,NA,1,7,37803,0,569,545,"IN",2,0,-1,0,59,0,-1,0,1,0,0,0,1,33,0,10160,998,11,1,9998,2,100,47,185,5,999999998,999999998,1927,142,-99999,-99999,-99999,0,17,2,1,-99999,17,-99999,7,10,-99999,38,15,63,-99999,63,100,1446,-99999,2288,-99999,20,1668,3587,0,5833,998,5,0,9150,6690,35,54,60,2371,37,144,40,0,400,3385,994,997,999999998,9998,9998,1,98,999999998,998,1,"BRANCH",NA
"R",18,60,1,0,1,0,42,NA,1,1,39042,0,373,361,"MS",2,1,-1,0,8,1,-1,0,1,0,0,0,1,0,1,60396,998,18,1,20,1,56,38,94,14,17110,999999994,3793,67,-99999,0,1,2,3,1,1,-99999,3,10,20,-99999,-99999,3,33,52,69,39,100,3371,-99999,2971,40352,3,0,0,0,1184,1,6,0,59196,1110,87,10,90,2667,78,89,93,0,1,1000,56,998,40352,9996,176,3,0,999999997,1,0,"IAPS",NA
"R",8,8,3,1,1,0,44,NA,1,3,98671,0,356,344,"OR",1,0,2008,0,181,0,2012,480070,1,0,0,0,1,32,0,284635,998,6,5,18,3,100,151,343,15,15681,999999994,22376,81,0,0,0,1,9,7,8,-99999,0,20,10,10,-99999,1,43,102,74,97,77,22376,235464,3583,19163,6,0,0,0,0,996,11,3,284513,81936,77,14,100,3673,7,84,103,0,1,500,994,0,26663,41,110,4,1,7500,400,5,"IAPS",8.55671e+017
"R",3,72,4,2,3,2,33,NA,1,6,98374,0,407,383,"WA",2,0,2012,258305,1,0,2012,258305,1,0,0.69,0,1,61,0,59575,998,3,1,2,2,33,8,73,9,28379,999999994,3998,68,-99999,0,0,1,12,4,16,-99999,0,20,12,43,-99999,4,80,103,-99999,91,100,3787,-99999,470,29144,12,191,191,0,317,998,4,3,59575,6275,43,57,58,542,9996,68,42,0,1,250,994,998,57523,9996,155,5,0,999999997,1,3,"IAPS",8.97886e+017
"R",249,165,2,0,1,0,40,103,1,3,98117,1,313,300,"WA",1,1,2011,325950,267,1,2011,328000,1,0,0.74,0,0,0,0,7636,998,9996,96,9998,0,40,52,152,16,999999998,999999998,521,18,0,1,2,2,2,2,0,-99999,3,3,23,-99999,-99999,3,36,30,0,30,100,260,-99999,865,-99999,0,0,0,0,0,998,12,96,7486,0,100,0,100,180,9996,49,9994,0,1,500,0,998,999999998,9998,9998,1,98,999999998,998,1,"BRANCH",NA
"H",316,257,1,0,1,0,62,NA,1,1,79912,0,577,553,"TX",1,0,2012,109230,8,0,-1,0,1,0,0.88,0,1,56,0,1850,998,169,13,9998,1,109,149,249,34,999999996,999999997,610,37,-99999,1,1,3,3,2,0,-99999,4,4,39,39,39,4,100,74,77,66,100,610,-99999,463,-99999,3,0,0,0,513,998,5,0,1850,512,73,18,83,561,13,39,110,0,1,500,55,998,999999997,9996,16,6,0,999999997,1,0,"BRANCH",NA
"H",36,144,1,0,1,0,68,NA,1,1,60516,0,463,438,"ME",1,0,2012,313930,10,0,-1,0,1,0,1.04,0,0,-1,0,246279,998,2,96,21,8,1975,2134,2522,13,22018,999999994,6032,92,-99999,1,1,3,0,0,0,0,1,6,14,14,-99999,4,30,25,0,23,93,4308,13642,10083,28772,0,0,0,0,0,1,11,1,246279,0,97,0,100,4210,11,110,9994,0,1,8225,5,998,35832,9996,158,0,0,6060,1,0,"CSC",NA
"R",501,81,1,0,1,0,42,NA,1,1,25311,0,326,301,"WV",2,0,2003,0,145,0,2003,0,17,0,0,0,0,-1,0,28681,998,9996,96,53,3,94,99,212,7,5191,999999994,2255,55,-99999,0,2,2,14,2,2,-99999,7,7,16,-99999,-99999,3,40,45,0,72,100,1353,-99999,550,12831,18,3150,3790,407,5383,998,4,0,28681,6247,28,72,33,397,9996,65,27,0,1,4850,994,998,12831,9996,132,1,98,999999998,998,3,"BRANCH",NA
"H",999,48,2,0,1,0,52,NA,1,2,70454,1,464,452,"LA",2,1,2012,105000,236,1,2012,105000,93,-1,0,0,0,0,0,9790,998,16,70,9998,3,46,1,96,5,3291,999999994,15544,65,-99999,2,4,8,0,3,5,-99999,1,1,6,6,-99999,1,75,86,-99999,96,80,15544,104385,740,-99999,0,0,0,0,0,998,4,1,9790,0,86,0,100,439,5,82,9994,0,1,740,994,998,7570,9996,33,1,0,3291,30,3,"IAPS",8.38801e+017
"R",111,0,52,137,29,10,50,NA,11,168,94605,0,489,477,"CA",1,0,2012,350000,355,0,2012,445000,1,0,0.43,1,0,65,0,17791,120,3,11,17,98,999999998,999999998,999999998,998,2302,999999994,1708,82,-99999,0,0,2,9,-99999,0,-99999,0,13,1,1,7,13,-99999,31,-99999,-99999,25,1708,-99999,-99999,-99999,3,3200,3200,3200,3200,998,2,1,17791,600,29,29,40,217,1,89,70,999999998,998,999999998,998,0,17791,9996,148,7,0,4902,120,98,"IAPS",8.86e+017
"R",26,26,1,0,1,0,30,NA,1,1,60608,0,177,174,"CA",1,0,-1,0,16,0,2012,0,1,-1,0,0,1,36,0,35913,998,12,96,32,2,180,307,500,7,14249,999999994,4226,72,-99999,0,0,1,0,0,0,-99999,2,24,58,58,-99999,24,18,59,42,55,100,4226,-99999,3138,23363,0,0,0,0,0,997,4,96,35913,0,96,0,100,1667,58,69,9994,0,1,4025,994,998,23363,9996,103,2,0,999999997,1,0,"BRANCH",NA
"R",102,162,5,1,1,0,39,NA,1,10,35208,0,420,396,"AL",2,1,2005,78654,96,1,2005,78654,53,-1,0,1,1,0,0,22219,998,26,1,14,3,250,380,490,33,12127,52,1679,36,-99999,0,0,1,2,2,0,-99999,2,17,30,30,-99999,4,50,60,-99999,39,90,1511,-99999,766,17603,1,0,0,0,0,998,9,1,22219,2700,88,6,100,637,27,35,73,0,1,467,994,0,18603,9996,63,1,0,69,1,4,"BRANCH",8.64509e+017
"H",132,14,2,0,2,0,49,1,1,2,66044,0,485,461,"KS",1,1,2011,0,144,1,2011,0,1,0,0,0,1,0,1,50445,998,9,9,12,2,298,283,298,481,43624,999999994,11374,10,-99999,-99999,-99999,0,1,0,0,-99999,1,-99999,0,0,0,1,100,85,-99999,49,100,11374,-99999,1267,49645,2,675,675,675,2256,998,2,0,50445,3940,71,29,67,433,9996,66,52,0,1,400,34,998,49645,9996,12,4,98,999999998,998,0,"IAPS",NA
"H",149,48,4,0,1,0,60,NA,1,4,92130,1,539,502,"NJ",2,1,2012,1359021,151,1,2012,1359021,137,-1,0,0,0,0,0,1055823,998,29,1,14,3,150,0,1115,3,8327,999999994,110253,112,-99999,0,0,1,3,1,2,0,7,13,2,2,19,7,19,95,13,38,77,99228,940998,7685,63752,1,0,940998,940998,940998,998,9,2,1047823,0,96,0,100,5582,16,111,63,0,1,6800,994,0,63752,9996,159,4,98,999999998,998,1,"BRANCH",8.17231e+017
"R",60,16,1,0,1,0,31,NA,1,1,38305,0,344,320,"IL",2,0,-1,0,84,0,-1,0,71,-1,0,1,1,-1,0,13482,998,9996,96,12,98,999999998,999999998,999999998,998,11463,999999994,3173,13,0,3,5,5,5,-99999,3,-99999,0,0,4,32,-99999,2,-99999,94,-99999,-99999,-99999,3173,-99999,-99999,11094,3,0,164,0,6930,996,1,96,13482,6930,50,50,100,21,9996,6,39,999999998,998,999999998,998,998,13482,9996,12,1,0,250,1,98,"BRANCH",NA
"R",24,101,1,0,1,0,51,NA,1,1,83445,0,465,440,"OR",2,0,2011,0,74,0,2011,0,20,0,0,0,1,-1,0,4600,998,9,1,56,1,141,220,341,13,999999996,999999997,1423,103,-99999,-99999,-99999,0,14,1,0,-99999,0,-99999,1,1,-99999,6,17,47,-99999,47,100,712,-99999,1525,-99999,13,0,0,0,0,997,3,96,4600,108703,55,45,100,2959,9996,97,112,0,400,2100,49,997,999999997,14,114,2,2,999999997,400,0,"BRANCH",NA
"H",5,17,34,42,15,0,29,92,11,51,27616,0,261,249,"FL",2,0,-1,0,1,0,-1,0,1,-1,0,0,0,0,0,14900,998,1,9,5,3,67,74,165,15,10956,999999994,2824,48,-99999,3,3,4,3,4,7,-99999,1,3,1,1,-99999,3,71,93,-99999,57,67,2510,-99999,567,19511,3,0,133,0,133,998,6,0,14900,133,75,19,89,712,31,44,56,0,1,367,108,997,12500,76,120,4,1,1488,400,4,"BRANCH",8.9303e+017
"H",90,90,1,0,1,0,47,NA,1,2,27217,1,298,286,"CA",-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,78483,998,35,16,75,97,999999997,999999997,999999997,997,6082,999999994,22398,58,-99999,0,1,4,4,1,2,1,3,7,8,18,29,7,25,86,-99999,100,33,22398,50226,11100,-99999,5,0,0,0,30,998,2,4,78483,422,60,27,50,838,10,64,36,999999997,1,999999997,997,998,6302,9996,124,1,0,6082,1,1,"BRANCH",NA
"H",81,81,1,0,1,0,44,NA,1,4,37924,0,350,326,"NC",2,1,2011,106700,57,1,2011,106700,25,-1,0,0,1,-1,0,30600,998,16,1,50,4,269,8,379,3,4326,999999994,1411,29,0,2,6,11,10,5,9,-99999,2,2,25,25,-99999,2,80,79,101,78,100,1411,-99999,1096,-99999,7,0,0,0,387,1,6,96,30600,537,83,17,100,1880,9996,54,54,0,1,3730,994,0,12730,9996,90,2,0,4750,1,6,"BRANCH",NA
"R",12,72,1,0,1,0,21,NA,1,1,25404,0,245,232,"OR",2,0,-1,0,2,0,-1,0,3,-1,0,0,1,-1,0,1800,998,9996,96,9998,98,0,999999996,0,996,999999998,999999998,25,8,-99999,-99999,-99999,0,0,0,0,-99999,8,-99999,-99999,-99999,-99999,3,50,1,2,1,100,13,-99999,900,-99999,0,0,0,999999998,0,998,2,96,1800,0,100,0,100,13,9996,7,9994,999999998,998,999999998,998,998,999999998,9998,9998,0,98,999999998,998,0,"BRANCH",NA
"R",25,25,1,0,1,0,54,NA,1,1,98338,0,289,277,"WA",1,0,2012,368981,5,0,2012,265000,1,0,0.99,1,0,-1,0,33106,998,3,11,9998,1,35,0,35,13,174,999999994,2413,27,-99999,4,5,5,7,1,1,-99999,0,5,0,0,21,5,40,81,-99999,80,67,2413,-99999,413,-99999,7,0,0,0,901,60,3,3,33106,5087,38,38,50,291,1,20,36,0,90,280,994,10,32326,31,53,6,1,13719,400,2,"BRANCH",NA
"H",64,100,1,0,1,0,44,NA,1,1,53144,0,474,462,"MS",2,0,2011,202921,63,0,2011,202921,43,-1,0,0,0,20,0,252666,998,21,96,37,1,250,427,611,25,13676,999999994,25217,56,-99999,1,1,1,17,0,1,-99999,0,0,5,18,-99999,7,78,90,32,38,90,25217,210778,1286,26754,10,433,584,0,1237,998,7,3,252666,1420,61,36,56,1389,16,65,31,0,1,2400,994,998,26754,9996,85,3,98,999999998,998,0,"BRANCH",NA
"R",999,60,1,0,1,0,39,NA,1,1,33823,0,465,453,"FL",2,0,2012,115000,239,0,2012,115000,-1,-1,-1,0,0,-1,0,57522,998,9996,96,31,1,127,48,694,3,6327,999999994,6378,107,-99999,-99999,-99999,0,0,4,4,0,-99999,-99999,-99999,-99999,-99999,32,67,77,98,85,100,6378,-99999,6012,21345,0,0,0,0,0,998,6,96,57522,0,100,0,100,1872,9996,75,9994,0,1,3000,994,998,27672,9996,157,0,98,999999998,998,4,"IAPS",NA
"H",60,393,1,0,1,0,54,NA,1,1,27707,1,472,460,"NC",2,1,2012,0,81,1,2012,0,8,0,0,0,0,0,0,7000,998,9996,96,9998,1,0,999999996,0,996,1728,999999994,530,16,-99999,1,1,1,0,1,2,0,4,4,-99999,-99999,-99999,2,75,35,-99999,27,100,530,-99999,1467,-99999,0,0,0,0,0,998,3,96,7000,0,100,0,100,86,9996,22,9994,0,1,1000,81,0,3000,9996,68,1,0,1728,1,1,"BRANCH",NA
"R",54,30,7,16,1,0,56,NA,1,17,63857,0,527,514,"FL",2,0,-1,0,10,0,-1,0,1,-1,0,1,0,-1,0,12016,998,9996,96,6,98,999999998,999999998,999999998,998,11363,999999994,9352,5,-99999,6,7,7,1,-99999,2,-99999,0,1,2,2,-99999,1,-99999,99,-99999,-99999,0,9352,-99999,-99999,27900,0,0,0,0,0,998,1,96,12016,0,100,0,100,7,9996,4,9994,999999998,998,999999998,998,998,12016,9996,6,2,0,518,1,98,"RCC",8.66214e+017
"R",12,19,16,21,23,12,27,5,11,24,60626,0,263,251,"CA",-1,0,-1,0,17,0,-1,0,6,-1,0,0,1,-1,0,13870,1,9996,96,9998,1,412,504,574,33,13428,999999994,4097,39,-99999,6,6,8,0,2,3,0,0,0,-99999,-99999,-99999,5,43,117,-99999,52,100,3277,-99999,1361,-99999,1,34,34,0,34,998,4,0,13870,34,89,11,86,268,9996,45,1,0,1,1000,994,998,8520,9996,83,1,98,999999998,998,2,"IAPS",9.02987e+017
"H",468,471,1,0,1,0,65,NA,1,1,31030,0,626,602,"GA",2,0,2012,0,139,0,2012,0,20,-1,0,0,1,0,4,74663,998,2,6,12,2,100,140,200,17,23206,55,5501,41,-99999,8,9,11,19,2,3,-99999,1,1,1,1,4,1,22,72,-99999,103,60,5501,29732,550,24843,10,749,1211,749,4004,1,2,1,74663,135244,39,56,40,889,2,79,53,0,30,550,102,998,25063,12,104,2,0,55,1,2,"BRANCH",NA
"R",10,10,1,0,1,0,21,NA,1,1,17701,0,268,231,"PA",2,0,-1,0,7,0,-1,0,1,-1,0,1,1,-1,0,3849,60,4,1,5,98,999999998,999999998,999999998,998,3135,999999994,7387,11,-99999,1,4,4,2,3,5,1,1,6,1,1,-99999,2,80,92,82,63,80,6464,-99999,603,31708,2,532,941,941,941,998,98,0,3849,715,0,67,0,5,0,9994,10,999999998,998,999999998,998,998,3849,9996,5,3,98,999999998,998,98,"BRANCH",NA
"H",285,69,1,0,1,0,58,NA,1,1,30601,1,533,508,"GA",2,1,2011,111000,207,1,2011,111000,201,-1,0.61,0,0,0,1,66302,998,12,15,27,2,70,10,95,3,4243,999999994,3814,126,-99999,3,3,3,2,2,2,-99999,0,0,0,0,1,2,40,32,-99999,100,75,3814,2854,1400,16735,2,4243,4243,4243,4243,998,4,1,66302,394,67,8,50,2075,2,174,139,0,1,1400,994,998,23502,9996,193,3,98,999999998,998,2,"BRANCH",NA
"H",72,96,1,0,1,0,35,NA,1,1,28364,1,424,400,"NC",2,1,-1,0,66,1,-1,0,37,0,0,0,0,0,0,12168,998,4,9,34,1,40,26,102,8,6305,999999994,2814,49,-99999,1,1,3,3,0,1,-99999,2,3,4,4,-99999,3,50,62,50,45,88,2814,-99999,947,-99999,3,0,379,0,622,998,4,2,12168,622,58,25,88,461,3,53,23,0,1,500,994,998,9528,9996,53,1,0,6305,60,0,"BRANCH",NA
"H",4,117,1,0,1,0,37,NA,1,2,33810,0,367,355,"FL",1,0,2012,217537,23,0,2011,191914,1,139900,1.45,0,0,-1,0,145972,998,17,1,9998,3,30,0,80,7,7639,999999994,24026,29,0,-99999,-99999,0,2,0,1,-99999,4,-99999,36,39,-99999,4,67,98,-99999,60,100,24026,135630,492,-99999,1,0,0,0,0,998,4,96,145972,350,88,13,100,240,9996,30,52,0,1,373,94,998,8499,9996,73,7,0,7639,1,3,"BRANCH",NA
"R",118,38,1,0,1,0,54,NA,1,1,92551,0,432,396,"CA",-1,0,-1,0,84,0,2012,388000,84,0,0,1,1,-1,0,16514,998,2,23,7,0,999999996,999999996,999999996,996,16059,999999994,15309,76,-99999,1,1,1,14,-99999,1,-99999,0,0,1,1,-99999,10,0,93,-99999,-99999,100,15309,-99999,-99999,16514,12,2218,2518,2218,2518,997,96,0,16514,52151,21,63,20,1160,7,88,50,0,400,999999996,996,998,16514,37,129,3,1,999999997,400,0,"BRANCH",NA
"H",133,37,1,0,1,0,48,NA,1,1,29483,1,406,381,"SC",1,1,2012,156700,357,1,2010,133700,1,0,0.99,0,0,0,1,95435,998,16,14,31,2,112,7,222,3,488,349,13361,92,-99999,-99999,-99999,0,5,2,3,0,1,-99999,0,0,-99999,32,25,84,11,83,83,13361,73159,2050,7335,4,11714,21541,21305,21541,997,4,0,95435,9651,80,16,67,2078,0,92,60,0,400,3300,994,998,7335,80,122,4,0,999999997,1,2,"BRANCH",NA
"R",51,51,1,0,1,0,37,NA,1,1,93010,0,356,332,"MN",1,0,2012,0,-1,-1,-1,-1,-1,-1,-1,0,0,48,0,26982,998,17,1,9,2,50,31,86,17,3307,0,5924,31,-99999,-99999,-99999,0,8,1,3,-99999,5,-99999,4,16,-99999,1,100,83,-99999,60,100,5924,-99999,1787,26432,8,0,0,0,2249,998,2,0,26982,10470,36,57,57,255,13,24,59,0,1,275,83,0,26432,9996,59,4,0,999999997,1,2,"IAPS",NA
"H",105,141,1,0,1,0,39,NA,1,1,36527,0,289,265,"AL",1,0,2012,119292,40,0,-1,0,1,130000,0.51,0,0,53,0,176827,998,4,9,68,1,0,999999996,0,996,4069,999999994,22146,108,-99999,-99999,-99999,0,5,2,4,-99999,17,-99999,20,20,20,37,30,78,-99999,79,43,22146,63837,1333,35828,5,0,23806,23806,23806,998,3,4,176827,0,60,13,100,1668,13,116,102,0,1,300,994,998,43827,9996,68,3,0,294,1,1,"BRANCH",NA
"H",86,83,2,0,1,0,55,63,1,2,46703,0,479,467,"IN",2,0,2012,0,74,0,2012,0,70,-1,0,0,0,77,0,16168,998,4,7,4,2,44,29,44,9,14524,999999994,5045,79,-99999,2,2,2,12,1,2,-99999,2,2,10,10,25,5,20,93,-99999,55,0,5045,-99999,552,15168,13,0,59,0,59,997,2,3,16168,169712,24,57,100,1357,9,113,89,0,120,500,994,998,15168,71,176,3,1,999999997,400,1,"BRANCH",NA
